Year,State,Age Group,State Rate,State Births,US Births,US Birth Rate,Unit
2002,Total U.S.,15-19 years,42.6,"425,493","425,493",42.6,"per 1,000"
2002,Utah,15-19 years,33.8,"3,574","425,493",42.6,"per 1,000"
2002,Vermont,15-19 years,22.5,533,"425,493",42.6,"per 1,000"
2002,Virginia,15-19 years,36.5,"9,030","425,493",42.6,"per 1,000"
2002,Washington,15-19 years,33.5,"7,035","425,493",42.6,"per 1,000"
2002,West Virginia,15-19 years,45.1,"2,630","425,493",42.6,"per 1,000"
2002,Wisconsin,15-19 years,31.7,"6,436","425,493",42.6,"per 1,000"
2002,Wyoming,15-19 years,41,804,"425,493",42.6,"per 1,000"
2003,Alabama,15-19 years,51.4,"8,095","414,580",41.1,"per 1,000"
2003,Alaska,15-19 years,41.2,"1,051","414,580",41.1,"per 1,000"
2003,Arizona,15-19 years,61.9,"11,554","414,580",41.1,"per 1,000"
2003,Arkansas,15-19 years,59.3,"5,585","414,580",41.1,"per 1,000"
2003,California,15-19 years,40.1,"49,339","414,580",41.1,"per 1,000"
2003,Colorado,15-19 years,43.1,"6,700","414,580",41.1,"per 1,000"
2003,Connecticut,15-19 years,24.6,"2,840","414,580",41.1,"per 1,000"
2003,Delaware,15-19 years,41.6,"1,206","414,580",41.1,"per 1,000"
2003,District of Columbia,15-19 years,42.3,838,"414,580",41.1,"per 1,000"
2003,Florida,15-19 years,43,"22,770","414,580",41.1,"per 1,000"
2003,Georgia,15-19 years,53.1,"15,864","414,580",41.1,"per 1,000"
2003,Hawaii,15-19 years,38.3,"1,502","414,580",41.1,"per 1,000"
2003,Idaho,15-19 years,38.3,"2,075","414,580",41.1,"per 1,000"
2003,Illinois,15-19 years,40.2,"17,405","414,580",41.1,"per 1,000"
2003,Indiana,15-19 years,42.6,"9,378","414,580",41.1,"per 1,000"
2003,Iowa,15-19 years,30.6,"3,296","414,580",41.1,"per 1,000"
2003,Kansas,15-19 years,40.3,"4,100","414,580",41.1,"per 1,000"
2003,Kentucky,15-19 years,49.2,"6,752","414,580",41.1,"per 1,000"
2003,Louisiana,15-19 years,54.8,"9,519","414,580",41.1,"per 1,000"
2003,Maine,15-19 years,24.9,"1,133","414,580",41.1,"per 1,000"
2003,Maryland,15-19 years,33.7,"6,274","414,580",41.1,"per 1,000"
2003,Massachusetts,15-19 years,21.3,"4,643","414,580",41.1,"per 1,000"
2003,Michigan,15-19 years,34.2,"12,223","414,580",41.1,"per 1,000"
2003,Minnesota,15-19 years,26.2,"4,898","414,580",41.1,"per 1,000"
2003,Mississippi,15-19 years,61.2,"6,625","414,580",41.1,"per 1,000"
2003,Missouri,15-19 years,42.8,"8,670","414,580",41.1,"per 1,000"
2003,Montana,15-19 years,34.8,"1,205","414,580",41.1,"per 1,000"
2003,Nebraska,15-19 years,34.9,"2,304","414,580",41.1,"per 1,000"
2003,Nevada,15-19 years,54.9,"3,723","414,580",41.1,"per 1,000"
2003,New Hampshire,15-19 years,18,825,"414,580",41.1,"per 1,000"
2003,New Jersey,15-19 years,26.5,"7,141","414,580",41.1,"per 1,000"
2003,New Mexico,15-19 years,62.8,"4,524","414,580",41.1,"per 1,000"
2003,New York,15-19 years,27.3,"17,624","414,580",41.1,"per 1,000"
2003,North Carolina,15-19 years,47.2,"13,174","414,580",41.1,"per 1,000"
2003,North Dakota,15-19 years,24.7,626,"414,580",41.1,"per 1,000"
2003,Ohio,15-19 years,39.2,"15,559","414,580",41.1,"per 1,000"
2003,Oklahoma,15-19 years,55.3,"6,989","414,580",41.1,"per 1,000"
2003,Oregon,15-19 years,34.2,"4,117","414,580",41.1,"per 1,000"
2003,Pennsylvania,15-19 years,30.1,"12,925","414,580",41.1,"per 1,000"
2003,Rhode Island,15-19 years,27.8,"1,077","414,580",41.1,"per 1,000"
2003,South Carolina,15-19 years,49.5,"7,247","414,580",41.1,"per 1,000"
2003,South Dakota,15-19 years,34.3,"1,027","414,580",41.1,"per 1,000"
2003,Tennessee,15-19 years,52.7,"10,198","414,580",41.1,"per 1,000"
2003,Texas,15-19 years,62.6,"51,091","414,580",41.1,"per 1,000"
2003,Total U.S.,15-19 years,41.1,"414,580","414,580",41.1,"per 1,000"
2003,Utah,15-19 years,31.8,"3,307","414,580",41.1,"per 1,000"
2003,Vermont,15-19 years,17.8,419,"414,580",41.1,"per 1,000"
2003,Virginia,15-19 years,35.2,"8,831","414,580",41.1,"per 1,000"
2003,Washington,15-19 years,31.8,"6,736","414,580",41.1,"per 1,000"
2003,West Virginia,15-19 years,44.2,"2,544","414,580",41.1,"per 1,000"
2003,Wisconsin,15-19 years,30.8,"6,234","414,580",41.1,"per 1,000"
2003,Wyoming,15-19 years,41.6,798,"414,580",41.1,"per 1,000"
2004,Alabama,15-19 years,51,"8,126","415,262",40.5,"per 1,000"
2004,Alaska,15-19 years,41.7,"1,073","415,262",40.5,"per 1,000"
2004,Arizona,15-19 years,60.8,"11,738","415,262",40.5,"per 1,000"
2004,Arkansas,15-19 years,60.3,"5,716","415,262",40.5,"per 1,000"
2004,California,15-19 years,39.5,"49,751","415,262",40.5,"per 1,000"
2004,Colorado,15-19 years,43.3,"6,775","415,262",40.5,"per 1,000"
2004,Connecticut,15-19 years,24.4,"2,867","415,262",40.5,"per 1,000"
2004,Delaware,15-19 years,40,"1,181","415,262",40.5,"per 1,000"
2004,District of Columbia,15-19 years,43.5,863,"415,262",40.5,"per 1,000"
2004,Florida,15-19 years,42.7,"23,407","415,262",40.5,"per 1,000"
2004,Georgia,15-19 years,52.7,"16,191","415,262",40.5,"per 1,000"
2004,Hawaii,15-19 years,36.4,"1,448","415,262",40.5,"per 1,000"
2004,Idaho,15-19 years,37.5,"2,050","415,262",40.5,"per 1,000"
2004,Illinois,15-19 years,40.1,"17,520","415,262",40.5,"per 1,000"
2004,Indiana,15-19 years,42.6,"9,478","415,262",40.5,"per 1,000"
2004,Iowa,15-19 years,30.1,"3,238","415,262",40.5,"per 1,000"
2004,Kansas,15-19 years,39.7,"4,013","415,262",40.5,"per 1,000"
2004,Kentucky,15-19 years,48.7,"6,702","415,262",40.5,"per 1,000"
2004,Louisiana,15-19 years,54.6,"9,453","415,262",40.5,"per 1,000"
2004,Maine,15-19 years,24.3,"1,109","415,262",40.5,"per 1,000"
2004,Maryland,15-19 years,32.7,"6,245","415,262",40.5,"per 1,000"
2004,Massachusetts,15-19 years,20.5,"4,559","415,262",40.5,"per 1,000"
2004,Michigan,15-19 years,33.9,"12,243","415,262",40.5,"per 1,000"
2004,Minnesota,15-19 years,26.3,"4,916","415,262",40.5,"per 1,000"
2004,Mississippi,15-19 years,60.1,"6,543","415,262",40.5,"per 1,000"
2004,Missouri,15-19 years,42.9,"8,754","415,262",40.5,"per 1,000"
2004,Montana,15-19 years,35.4,"1,218","415,262",40.5,"per 1,000"
2004,Nebraska,15-19 years,34.8,"2,265","415,262",40.5,"per 1,000"
2004,Nevada,15-19 years,52.9,"3,794","415,262",40.5,"per 1,000"
2004,New Hampshire,15-19 years,18.1,846,"415,262",40.5,"per 1,000"
2004,New Jersey,15-19 years,25,"6,927","415,262",40.5,"per 1,000"
2004,New Mexico,15-19 years,60.6,"4,401","415,262",40.5,"per 1,000"
2004,New York,15-19 years,26.1,"17,051","415,262",40.5,"per 1,000"
2004,North Carolina,15-19 years,47.3,"13,567","415,262",40.5,"per 1,000"
2004,North Dakota,15-19 years,24.7,622,"415,262",40.5,"per 1,000"
2004,Ohio,15-19 years,38.2,"15,291","415,262",40.5,"per 1,000"
2004,Oklahoma,15-19 years,54.4,"6,859","415,262",40.5,"per 1,000"
2004,Oregon,15-19 years,33.1,"3,999","415,262",40.5,"per 1,000"
2004,Pennsylvania,15-19 years,29.4,"12,791","415,262",40.5,"per 1,000"
2004,Rhode Island,15-19 years,29,"1,150","415,262",40.5,"per 1,000"
2004,South Carolina,15-19 years,49.8,"7,470","415,262",40.5,"per 1,000"
2004,South Dakota,15-19 years,37.8,"1,121","415,262",40.5,"per 1,000"
2004,Tennessee,15-19 years,51.1,"10,087","415,262",40.5,"per 1,000"
2004,Texas,15-19 years,62.1,"51,389","415,262",40.5,"per 1,000"
2004,Total U.S.,15-19 years,40.5,"415,262","415,262",40.5,"per 1,000"
2004,Utah,15-19 years,30.9,"3,207","415,262",40.5,"per 1,000"
2004,Vermont,15-19 years,19.5,463,"415,262",40.5,"per 1,000"
2004,Virginia,15-19 years,34.2,"8,776","415,262",40.5,"per 1,000"
2004,Washington,15-19 years,31.4,"6,733","415,262",40.5,"per 1,000"
2004,West Virginia,15-19 years,42.9,"2,471","415,262",40.5,"per 1,000"
2004,Wisconsin,15-19 years,29.7,"5,994","415,262",40.5,"per 1,000"
2004,Wyoming,15-19 years,42.8,811,"415,262",40.5,"per 1,000"
2005,Alabama,15-19 years,48.1,"7,771","414,593",39.7,"per 1,000"
2005,Alaska,15-19 years,39.9,"1,038","414,593",39.7,"per 1,000"
2005,Arizona,15-19 years,58.7,"11,828","414,593",39.7,"per 1,000"
2005,Arkansas,15-19 years,58.6,"5,646","414,593",39.7,"per 1,000"
2005,California,15-19 years,38.7,"50,034","414,593",39.7,"per 1,000"
2005,Colorado,15-19 years,41.8,"6,646","414,593",39.7,"per 1,000"
2005,Connecticut,15-19 years,23.3,"2,813","414,593",39.7,"per 1,000"
2005,Delaware,15-19 years,40.1,"1,225","414,593",39.7,"per 1,000"
2005,District of Columbia,15-19 years,42.1,852,"414,593",39.7,"per 1,000"
2005,Florida,15-19 years,42.3,"24,130","414,593",39.7,"per 1,000"
2005,Georgia,15-19 years,52,"16,548","414,593",39.7,"per 1,000"
2005,Hawaii,15-19 years,36.5,"1,480","414,593",39.7,"per 1,000"
2005,Idaho,15-19 years,36.4,"2,015","414,593",39.7,"per 1,000"
2005,Illinois,15-19 years,38.5,"17,041","414,593",39.7,"per 1,000"
2005,Indiana,15-19 years,42.1,"9,508","414,593",39.7,"per 1,000"
2005,Iowa,15-19 years,31.1,"3,330","414,593",39.7,"per 1,000"
2005,Kansas,15-19 years,40.1,"4,055","414,593",39.7,"per 1,000"
2005,Kentucky,15-19 years,48.1,"6,726","414,593",39.7,"per 1,000"
2005,Louisiana,15-19 years,47.3,"8,151","414,593",39.7,"per 1,000"
2005,Maine,15-19 years,24.4,"1,112","414,593",39.7,"per 1,000"
2005,Maryland,15-19 years,32.1,"6,282","414,593",39.7,"per 1,000"
2005,Massachusetts,15-19 years,20,"4,540","414,593",39.7,"per 1,000"
2005,Michigan,15-19 years,32.2,"11,809","414,593",39.7,"per 1,000"
2005,Minnesota,15-19 years,25.5,"4,780","414,593",39.7,"per 1,000"
2005,Mississippi,15-19 years,58.3,"6,411","414,593",39.7,"per 1,000"
2005,Missouri,15-19 years,41.7,"8,611","414,593",39.7,"per 1,000"
2005,Montana,15-19 years,34.5,"1,185","414,593",39.7,"per 1,000"
2005,Nebraska,15-19 years,33.1,"2,147","414,593",39.7,"per 1,000"
2005,Nevada,15-19 years,51.6,"3,921","414,593",39.7,"per 1,000"
2005,New Hampshire,15-19 years,18,850,"414,593",39.7,"per 1,000"
2005,New Jersey,15-19 years,24.2,"6,874","414,593",39.7,"per 1,000"
2005,New Mexico,15-19 years,61.2,"4,471","414,593",39.7,"per 1,000"
2005,New York,15-19 years,25.7,"17,068","414,593",39.7,"per 1,000"
2005,North Carolina,15-19 years,47,"13,933","414,593",39.7,"per 1,000"
2005,North Dakota,15-19 years,27,661,"414,593",39.7,"per 1,000"
2005,Ohio,15-19 years,38.3,"15,490","414,593",39.7,"per 1,000"
2005,Oklahoma,15-19 years,52.8,"6,685","414,593",39.7,"per 1,000"
2005,Oregon,15-19 years,32.7,"4,001","414,593",39.7,"per 1,000"
2005,Pennsylvania,15-19 years,29.2,"12,910","414,593",39.7,"per 1,000"
2005,Rhode Island,15-19 years,27.8,"1,117","414,593",39.7,"per 1,000"
2005,South Carolina,15-19 years,48.7,"7,478","414,593",39.7,"per 1,000"
2005,South Dakota,15-19 years,36.8,"1,082","414,593",39.7,"per 1,000"
2005,Tennessee,15-19 years,53.3,"10,785","414,593",39.7,"per 1,000"
2005,Texas,15-19 years,60.9,"51,180","414,593",39.7,"per 1,000"
2005,Total U.S.,15-19 years,39.7,"414,593","414,593",39.7,"per 1,000"
2005,Utah,15-19 years,30.5,"3,181","414,593",39.7,"per 1,000"
2005,Vermont,15-19 years,17.4,412,"414,593",39.7,"per 1,000"
2005,Virginia,15-19 years,33.6,"8,778","414,593",39.7,"per 1,000"
2005,Washington,15-19 years,31.1,"6,746","414,593",39.7,"per 1,000"
2005,West Virginia,15-19 years,42.2,"2,450","414,593",39.7,"per 1,000"
2005,Wisconsin,15-19 years,29.7,"6,011","414,593",39.7,"per 1,000"
2005,Wyoming,15-19 years,42.7,795,"414,593",39.7,"per 1,000"
2006,Alabama,15-19 years,51.8,"8,537","435,436",41.1,"per 1,000"
2006,Alaska,15-19 years,41.8,"1,101","435,436",41.1,"per 1,000"
2006,Arizona,15-19 years,61.2,"12,824","435,436",41.1,"per 1,000"
2006,Arkansas,15-19 years,60.8,"5,946","435,436",41.1,"per 1,000"
2006,California,15-19 years,39.9,"52,800","435,436",41.1,"per 1,000"
2006,Colorado,15-19 years,41.9,"6,719","435,436",41.1,"per 1,000"
2006,Connecticut,15-19 years,23.5,"2,875","435,436",41.1,"per 1,000"
2006,Delaware,15-19 years,40.6,"1,263","435,436",41.1,"per 1,000"
2006,District of Columbia,15-19 years,48.1,999,"435,436",41.1,"per 1,000"
2006,Florida,15-19 years,43.1,"25,384","435,436",41.1,"per 1,000"
2006,Georgia,15-19 years,53.7,"17,693","435,436",41.1,"per 1,000"
2006,Hawaii,15-19 years,39,"1,619","435,436",41.1,"per 1,000"
2006,Idaho,15-19 years,38.1,"2,140","435,436",41.1,"per 1,000"
2006,Illinois,15-19 years,39.8,"17,752","435,436",41.1,"per 1,000"
2006,Indiana,15-19 years,41.8,"9,549","435,436",41.1,"per 1,000"
2006,Iowa,15-19 years,32.6,"3,495","435,436",41.1,"per 1,000"
2006,Kansas,15-19 years,40.9,"4,109","435,436",41.1,"per 1,000"
2006,Kentucky,15-19 years,52.3,"7,412","435,436",41.1,"per 1,000"
2006,Louisiana,15-19 years,53.6,"8,628","435,436",41.1,"per 1,000"
2006,Maine,15-19 years,24.9,"1,133","435,436",41.1,"per 1,000"
2006,Maryland,15-19 years,33.7,"6,705","435,436",41.1,"per 1,000"
2006,Massachusetts,15-19 years,20.6,"4,724","435,436",41.1,"per 1,000"
2006,Michigan,15-19 years,33.2,"12,322","435,436",41.1,"per 1,000"
2006,Minnesota,15-19 years,27.3,"5,090","435,436",41.1,"per 1,000"
2006,Mississippi,15-19 years,67.2,"7,404","435,436",41.1,"per 1,000"
2006,Missouri,15-19 years,44.1,"9,183","435,436",41.1,"per 1,000"
2006,Montana,15-19 years,37.6,"1,283","435,436",41.1,"per 1,000"
2006,Nebraska,15-19 years,32.8,"2,112","435,436",41.1,"per 1,000"
2006,Nevada,15-19 years,53.4,"4,287","435,436",41.1,"per 1,000"
2006,New Hampshire,15-19 years,18.1,865,"435,436",41.1,"per 1,000"
2006,New Jersey,15-19 years,24.8,"7,159","435,436",41.1,"per 1,000"
2006,New Mexico,15-19 years,62.7,"4,628","435,436",41.1,"per 1,000"
2006,New York,15-19 years,26,"17,442","435,436",41.1,"per 1,000"
2006,North Carolina,15-19 years,48.1,"14,701","435,436",41.1,"per 1,000"
2006,North Dakota,15-19 years,26.1,633,"435,436",41.1,"per 1,000"
2006,Ohio,15-19 years,38.9,"15,872","435,436",41.1,"per 1,000"
2006,Oklahoma,15-19 years,56.6,"7,227","435,436",41.1,"per 1,000"
2006,Oregon,15-19 years,34.5,"4,285","435,436",41.1,"per 1,000"
2006,Pennsylvania,15-19 years,30.4,"13,599","435,436",41.1,"per 1,000"
2006,Rhode Island,15-19 years,27.5,"1,127","435,436",41.1,"per 1,000"
2006,South Carolina,15-19 years,52,"8,175","435,436",41.1,"per 1,000"
2006,South Dakota,15-19 years,38.7,"1,123","435,436",41.1,"per 1,000"
2006,Tennessee,15-19 years,52.1,"10,784","435,436",41.1,"per 1,000"
2006,Texas,15-19 years,61.6,"53,093","435,436",41.1,"per 1,000"
2006,Total U.S.,15-19 years,41.1,"435,436","435,436",41.1,"per 1,000"
2006,Utah,15-19 years,33.3,"3,498","435,436",41.1,"per 1,000"
2006,Vermont,15-19 years,19.8,468,"435,436",41.1,"per 1,000"
2006,Virginia,15-19 years,34.2,"9,105","435,436",41.1,"per 1,000"
2006,Washington,15-19 years,32.2,"7,110","435,436",41.1,"per 1,000"
2006,West Virginia,15-19 years,44.2,"2,589","435,436",41.1,"per 1,000"
2006,Wisconsin,15-19 years,29.9,"6,015","435,436",41.1,"per 1,000"
2006,Wyoming,15-19 years,46,850,"435,436",41.1,"per 1,000"
2007,Alabama,15-19 years,52.1,"8,696","444,899",41.5,"per 1,000"
2007,Alaska,15-19 years,42.9,"1,117","444,899",41.5,"per 1,000"
2007,Arizona,15-19 years,59.6,"12,868","444,899",41.5,"per 1,000"
2007,Arkansas,15-19 years,60.1,"5,926","444,899",41.5,"per 1,000"
2007,California,15-19 years,39.6,"53,417","444,899",41.5,"per 1,000"
2007,Colorado,15-19 years,41.6,"6,737","444,899",41.5,"per 1,000"
2007,Connecticut,15-19 years,23,"2,837","444,899",41.5,"per 1,000"
2007,Delaware,15-19 years,39.2,"1,244","444,899",41.5,"per 1,000"
2007,District of Columbia,15-19 years,50.4,"1,053","444,899",41.5,"per 1,000"
2007,Florida,15-19 years,43,"25,693","444,899",41.5,"per 1,000"
2007,Georgia,15-19 years,53.4,"18,085","444,899",41.5,"per 1,000"
2007,Hawaii,15-19 years,38.7,"1,610","444,899",41.5,"per 1,000"
2007,Idaho,15-19 years,39.9,"2,257","444,899",41.5,"per 1,000"
2007,Illinois,15-19 years,40.2,"18,089","444,899",41.5,"per 1,000"
2007,Indiana,15-19 years,43,"9,948","444,899",41.5,"per 1,000"
2007,Iowa,15-19 years,32.8,"3,529","444,899",41.5,"per 1,000"
2007,Kansas,15-19 years,42.5,"4,271","444,899",41.5,"per 1,000"
2007,Kentucky,15-19 years,52.6,"7,547","444,899",41.5,"per 1,000"
2007,Louisiana,15-19 years,55.2,"8,974","444,899",41.5,"per 1,000"
2007,Maine,15-19 years,26,"1,172","444,899",41.5,"per 1,000"
2007,Maryland,15-19 years,34.3,"6,892","444,899",41.5,"per 1,000"
2007,Massachusetts,15-19 years,21.4,"4,949","444,899",41.5,"per 1,000"
2007,Michigan,15-19 years,33.5,"12,497","444,899",41.5,"per 1,000"
2007,Minnesota,15-19 years,27.9,"5,193","444,899",41.5,"per 1,000"
2007,Mississippi,15-19 years,70.1,"7,811","444,899",41.5,"per 1,000"
2007,Missouri,15-19 years,44,"9,244","444,899",41.5,"per 1,000"
2007,Montana,15-19 years,35.3,"1,200","444,899",41.5,"per 1,000"
2007,Nebraska,15-19 years,35.5,"2,280","444,899",41.5,"per 1,000"
2007,Nevada,15-19 years,51.7,"4,351","444,899",41.5,"per 1,000"
2007,New Hampshire,15-19 years,19.3,924,"444,899",41.5,"per 1,000"
2007,New Jersey,15-19 years,24.9,"7,255","444,899",41.5,"per 1,000"
2007,New Mexico,15-19 years,63.9,"4,720","444,899",41.5,"per 1,000"
2007,New York,15-19 years,26,"17,621","444,899",41.5,"per 1,000"
2007,North Carolina,15-19 years,48,"15,079","444,899",41.5,"per 1,000"
2007,North Dakota,15-19 years,29.2,696,"444,899",41.5,"per 1,000"
2007,Ohio,15-19 years,39.9,"16,362","444,899",41.5,"per 1,000"
2007,Oklahoma,15-19 years,58.5,"7,543","444,899",41.5,"per 1,000"
2007,Oregon,15-19 years,34.5,"4,343","444,899",41.5,"per 1,000"
2007,Pennsylvania,15-19 years,30.7,"13,841","444,899",41.5,"per 1,000"
2007,Rhode Island,15-19 years,29.2,"1,192","444,899",41.5,"per 1,000"
2007,South Carolina,15-19 years,51.9,"8,329","444,899",41.5,"per 1,000"
2007,South Dakota,15-19 years,41.3,"1,191","444,899",41.5,"per 1,000"
2007,Tennessee,15-19 years,53.4,"11,260","444,899",41.5,"per 1,000"
2007,Texas,15-19 years,61.8,"54,281","444,899",41.5,"per 1,000"
2007,Total U.S.,15-19 years,41.5,"444,899","444,899",41.5,"per 1,000"
2007,Utah,15-19 years,35.4,"3,775","444,899",41.5,"per 1,000"
2007,Vermont,15-19 years,21,492,"444,899",41.5,"per 1,000"
2007,Virginia,15-19 years,34.2,"9,200","444,899",41.5,"per 1,000"
2007,Washington,15-19 years,33.3,"7,430","444,899",41.5,"per 1,000"
2007,West Virginia,15-19 years,45.8,"2,714","444,899",41.5,"per 1,000"
2007,Wisconsin,15-19 years,31.1,"6,243","444,899",41.5,"per 1,000"
2007,Wyoming,15-19 years,49.9,921,"444,899",41.5,"per 1,000"
2008,Alabama,15-19 years,50.5,"8,559","434,758",40.2,"per 1,000"
2008,Alaska,15-19 years,44.2,"1,135","434,758",40.2,"per 1,000"
2008,Arizona,15-19 years,54.5,"12,051","434,758",40.2,"per 1,000"
2008,Arkansas,15-19 years,59.8,"5,940","434,758",40.2,"per 1,000"
2008,California,15-19 years,37.9,"51,730","434,758",40.2,"per 1,000"
2008,Colorado,15-19 years,40.5,"6,638","434,758",40.2,"per 1,000"
2008,Connecticut,15-19 years,22.6,"2,789","434,758",40.2,"per 1,000"
2008,Delaware,15-19 years,38.3,"1,237","434,758",40.2,"per 1,000"
2008,District of Columbia,15-19 years,51.1,"1,083","434,758",40.2,"per 1,000"
2008,Florida,15-19 years,40,"24,077","434,758",40.2,"per 1,000"
2008,Georgia,15-19 years,50,"17,273","434,758",40.2,"per 1,000"
2008,Hawaii,15-19 years,38.9,"1,625","434,758",40.2,"per 1,000"
2008,Idaho,15-19 years,39.6,"2,261","434,758",40.2,"per 1,000"
2008,Illinois,15-19 years,38.5,"17,410","434,758",40.2,"per 1,000"
2008,Indiana,15-19 years,41.2,"9,607","434,758",40.2,"per 1,000"
2008,Iowa,15-19 years,33.4,"3,591","434,758",40.2,"per 1,000"
2008,Kansas,15-19 years,44.1,"4,403","434,758",40.2,"per 1,000"
2008,Kentucky,15-19 years,52.5,"7,636","434,758",40.2,"per 1,000"
2008,Louisiana,15-19 years,54,"8,817","434,758",40.2,"per 1,000"
2008,Maine,15-19 years,25,"1,117","434,758",40.2,"per 1,000"
2008,Maryland,15-19 years,32.6,"6,560","434,758",40.2,"per 1,000"
2008,Massachusetts,15-19 years,19.8,"4,586","434,758",40.2,"per 1,000"
2008,Michigan,15-19 years,32.3,"11,985","434,758",40.2,"per 1,000"
2008,Minnesota,15-19 years,26.5,"4,885","434,758",40.2,"per 1,000"
2008,Mississippi,15-19 years,64,"7,193","434,758",40.2,"per 1,000"
2008,Missouri,15-19 years,43.5,"9,160","434,758",40.2,"per 1,000"
2008,Montana,15-19 years,38.9,"1,312","434,758",40.2,"per 1,000"
2008,Nebraska,15-19 years,35.8,"2,286","434,758",40.2,"per 1,000"
2008,Nevada,15-19 years,49.1,"4,262","434,758",40.2,"per 1,000"
2008,New Hampshire,15-19 years,19.1,902,"434,758",40.2,"per 1,000"
2008,New Jersey,15-19 years,24,"7,008","434,758",40.2,"per 1,000"
2008,New Mexico,15-19 years,61.4,"4,540","434,758",40.2,"per 1,000"
2008,New York,15-19 years,25.5,"17,289","434,758",40.2,"per 1,000"
2008,North Carolina,15-19 years,47.3,"15,136","434,758",40.2,"per 1,000"
2008,North Dakota,15-19 years,28.3,666,"434,758",40.2,"per 1,000"
2008,Ohio,15-19 years,39.5,"16,204","434,758",40.2,"per 1,000"
2008,Oklahoma,15-19 years,57.8,"7,494","434,758",40.2,"per 1,000"
2008,Oregon,15-19 years,35.6,"4,476","434,758",40.2,"per 1,000"
2008,Pennsylvania,15-19 years,30.4,"13,724","434,758",40.2,"per 1,000"
2008,Rhode Island,15-19 years,27.6,"1,124","434,758",40.2,"per 1,000"
2008,South Carolina,15-19 years,51.2,"8,329","434,758",40.2,"per 1,000"
2008,South Dakota,15-19 years,39.1,"1,117","434,758",40.2,"per 1,000"
2008,Tennessee,15-19 years,52.2,"11,157","434,758",40.2,"per 1,000"
2008,Texas,15-19 years,60.7,"54,284","434,758",40.2,"per 1,000"
2008,Total U.S.,15-19 years,40.2,"434,758","434,758",40.2,"per 1,000"
2008,Utah,15-19 years,34.6,"3,749","434,758",40.2,"per 1,000"
2008,Vermont,15-19 years,20.3,472,"434,758",40.2,"per 1,000"
2008,Virginia,15-19 years,32.5,"8,801","434,758",40.2,"per 1,000"
2008,Washington,15-19 years,32.8,"7,386","434,758",40.2,"per 1,000"
2008,West Virginia,15-19 years,46.9,"2,772","434,758",40.2,"per 1,000"
2008,Wisconsin,15-19 years,30.3,"6,041","434,758",40.2,"per 1,000"
2008,Wyoming,15-19 years,47.5,879,"434,758",40.2,"per 1,000"
2009,Alabama,15-19 years,48.3,"8,205","409,802",37.9,"per 1,000"
2009,Alaska,15-19 years,43.2,"1,106","409,802",37.9,"per 1,000"
2009,Arizona,15-19 years,48.6,"10,874","409,802",37.9,"per 1,000"
2009,Arkansas,15-19 years,57.8,"5,753","409,802",37.9,"per 1,000"
2009,California,15-19 years,34.9,"47,831","409,802",37.9,"per 1,000"
2009,Colorado,15-19 years,37.7,"6,203","409,802",37.9,"per 1,000"
2009,Connecticut,15-19 years,21.2,"2,605","409,802",37.9,"per 1,000"
2009,Delaware,15-19 years,33.5,"1,081","409,802",37.9,"per 1,000"
2009,District of Columbia,15-19 years,48.5,"1,034","409,802",37.9,"per 1,000"
2009,Florida,15-19 years,36.6,"22,021","409,802",37.9,"per 1,000"
2009,Georgia,15-19 years,47,"16,345","409,802",37.9,"per 1,000"
2009,Hawaii,15-19 years,37,"1,547","409,802",37.9,"per 1,000"
2009,Idaho,15-19 years,35.9,"2,038","409,802",37.9,"per 1,000"
2009,Illinois,15-19 years,35.9,"16,196","409,802",37.9,"per 1,000"
2009,Indiana,15-19 years,40.8,"9,527","409,802",37.9,"per 1,000"
2009,Iowa,15-19 years,32.1,"3,421","409,802",37.9,"per 1,000"
2009,Kansas,15-19 years,42.7,"4,233","409,802",37.9,"per 1,000"
2009,Kentucky,15-19 years,49.7,"7,208","409,802",37.9,"per 1,000"
2009,Louisiana,15-19 years,51.7,"8,413","409,802",37.9,"per 1,000"
2009,Maine,15-19 years,24,"1,047","409,802",37.9,"per 1,000"
2009,Maryland,15-19 years,30.7,"6,140","409,802",37.9,"per 1,000"
2009,Massachusetts,15-19 years,19.5,"4,482","409,802",37.9,"per 1,000"
2009,Michigan,15-19 years,31.9,"11,709","409,802",37.9,"per 1,000"
2009,Minnesota,15-19 years,24.1,"4,384","409,802",37.9,"per 1,000"
2009,Mississippi,15-19 years,62.2,"6,945","409,802",37.9,"per 1,000"
2009,Missouri,15-19 years,40.6,"8,499","409,802",37.9,"per 1,000"
2009,Montana,15-19 years,38.4,"1,264","409,802",37.9,"per 1,000"
2009,Nebraska,15-19 years,34.8,"2,209","409,802",37.9,"per 1,000"
2009,Nevada,15-19 years,44,"3,879","409,802",37.9,"per 1,000"
2009,New Hampshire,15-19 years,16.4,765,"409,802",37.9,"per 1,000"
2009,New Jersey,15-19 years,22,"6,408","409,802",37.9,"per 1,000"
2009,New Mexico,15-19 years,60.3,"4,438","409,802",37.9,"per 1,000"
2009,New York,15-19 years,24.2,"16,306","409,802",37.9,"per 1,000"
2009,North Carolina,15-19 years,43.7,"14,093","409,802",37.9,"per 1,000"
2009,North Dakota,15-19 years,28.7,663,"409,802",37.9,"per 1,000"
2009,Ohio,15-19 years,37.9,"15,445","409,802",37.9,"per 1,000"
2009,Oklahoma,15-19 years,57.4,"7,451","409,802",37.9,"per 1,000"
